,Unnamed: 0,index,id,titulo,empresa,nivel_da_vaga,link,data_publi,salario_vg,cidade_vg,descr3_vg,descr2_vg
0,0,54,v2459327,Analista de Sistemas Pl,Icatu Seguros,Pleno,https://www.vagas.com.br/vagas/v2459327/analista-de-sistemas-pl,Publicada em 22/11/2022,a combinar,Rio de Janeiro,"Empresa
A Icatu Seguros é uma das maiores seguradoras do mercado de Previdência, Vida e Capitalização, nós somos especialistas em pessoas e ajudamos a planejar o futuro, proteger o presente e realizar projetos em cada fase da vida.
Aqui nós valorizamos a atitude dos funcionários, pois entendemos que conhecimento técnico se adquire com a prática e por isso, investimos continuamente no crescimento profissional da nossa equipe por meio de programas de treinamento.
Pessoas questionadoras que busquem soluções, tenham disponibilidade para aprender e que ajudem a construir o futuro da companhia são características importantes para uma empresa de oportunidades como a nossa.
Venha fazer parte de um dos segmentos que mais crescem no país e em uma das Melhores Empresas para Trabalhar no Brasil pelo oitavo ano consecutivo.","Descrição

Descrição:
Pré-requisitos:
• Necessário conhecimento em banco de dados, preferencialmente Oracle;
• Desejável conhecimento em programação e modelagem de dados;
• Desejável conhecimento em ferramenta TFS/Azure DevOps e em metodologia ágil;
• Desejável experiência em implantação/sustentação de aplicações Web;
• Experiência mínima de 3 anos em levantamento de requisitos;
• Experiência com banco de dados;
• Experiência em planejar, executar e monitorar testes;
• Desejável conhecimento de previdência.


Principais atribuições do cargo:
• Levantamento e refinamento das necessidades de negócio juntos aos usuários e consultores;
• Planejamento de cronograma das novas releases, monitoramento de execução de projetos, realização de testes de TI e acompanhamento de homologação dos usuários.


Pacote de Benefícios:
• Assistência médica
• Assistência odontológica
• Vale-alimentação
• 13ª cesta no natal
• Vale-refeição
• Vale-transporte
• Auxílio creche ou babá
• Convênio Farmácia
• Serviço de Assistência Funeral (extensivo à pai, mãe e filhos > 24 anos)
• Seguro de vida
• Apoio Pass (Aconselhamento Psicológico, Financeiro, Jurídico e Social)
• Seguro Complementar de Acidentes Pessoais
• Boas-Vindas aos recém nascidos com um plano de previdência e um presente especial
• Vacinação contra Gripe
• Previdência privada (Fundo de Pensão e Previd Aberta PGBL/VGBL)
• Bônus de curto prazo (PLR)
• Auxílio academia – Gympass
• Fretado para pontos estratégicos
• Café da manhã
• Consignado
• Convênio com empresas parceiras
• Desconto em produtos
• Horário flexível
• Programa de treinamentos
• Espaço de convivência
• Restaurante interno

Local de Trabalho:
• Aqwa Corporate - Porto Maravilha - RJ


* Todas as nossas vagas estão disponíveis para pessoas com deficiência. *"
0,0,55,v2458661,Analista de Importação Jr,Britânia,Júnior/Trainee,https://www.vagas.com.br/vagas/v2458661/analista-de-importacao-jr,Publicada em 18/11/2022,a combinar,Curitiba,"Descrição

Descrição:

- Acompanhamento de planejamento de vendas, fazendo gestão correta de estoques para atender a demanda comercial evitando rupturas e sobras de estoque;
- Analisar necessidade de compras para atendimento do planejamento de vendas;
- Implantação de pedidos em sistema de compras;
- Acompanhamento de produção, adequando as entregas dos produtos às reais necessidades comerciais da empresa;
- Conferir os documentos de embarque de importação e exportação de produtos, peças e equipamentos;
- Controlar a documentação e acompanhamento de registros através de despachante interno;
- Acompanhar as cargas até o desembaraço de importações / exportações;
- Realizar os lançamentos de dados em sistema, atualizações dos dados para as plataformas ;
- Preparar relatórios de acompanhamento das importações;
- Controlar pagamentos aos fornecedores.



Outros requisitos:
Requisitos:

- Superior Cursando Administração ou Comércio Exterior;
- Excel Avançado;
- Inglês Avançado.
- Diferencial conhecimento no sistema IMPORT / BROKER / CAMBIO SYS.","Assistência médica
Assistência odontológica
Consignado
Convênio com empresas parceiras
Desconto em produtos
Participação nos Lucros ou Resultados
Ver todos"
0,0,56,v2462292,Analista de Custos,Adimax Pet,Pleno,https://www.vagas.com.br/vagas/v2462292/analista-de-custos,Publicada há 3 dias,a combinar,Juatuba,"Descrição

Descrição:
Parte de seu propósito, a Adimax está certa que a diversidade e a inclusão impactam positivamente no meio social e profissional.
Aqui, todas as pessoas são bem-vindas!
PRINCIPAIS ATIVIDADES:
• Acompanhamento das movimentações de estoque na unidade;
• Acompanhamento e análise dos inventários;
• Acompanhamento e análise de todos os dados do módulo de estoque/custo: movimentações de entrada e saída, apontamentos de produção, movimentações internas, inventários, custos e saldos sistêmicos;
• Análise e ações corretivas das divergências entre os dados do módulo de estoque/custo e o estoque físico;
• Fechamento das informações de estoque/custos no sistema (análises, processamentos, conferências e demais rotinas voltadas para o fechamento mensal);
• Atender as demandas de clientes internos e externos, de acordo com os prazos estabelecidos.

Outros requisitos:
• Graduação em Ciências Contábeis, Logística, Engenharia de Produção ou áreas afins;
• Conhecimento intermediário em Excel;
• Habilidade em sistemas integrado de gestão (desejável o Protheus);
• Experiências anteriores na função.","Assistência médica
Assistência odontológica
Seguro de vida
Vale-alimentação
Vale-transporte"
0,0,57,v2458509,Analista de Sistemas,Fundação São Francisco Xavier,Sênior,https://www.vagas.com.br/vagas/v2458509/analista-de-sistemas,Publicada em 18/11/2022,a combinar,Ipatinga,"Descrição

Descrição:
Atividades:
Executar rotinas da área de tecnologia de informações mediante protocolos, procedimentos e orientações do Superior imediato.
Apoiar o desenvolvimento, customização e melhoria de sistemas, através da aplicação de metodologias específicas e acompanhamento na realização de testes para homologação.
Orientar usuários sobre a utilização de equipamentos e sistemas fornecendo suporte técnico.
Efetuar instalações e configurações de equipamentos e/ou sistemas mediante solicitação do superior e conforme determinações internas e dos fornecedores.
Auxiliar os processos de auditoria, coletando documentos e informações requisitadas.
Liderar tecnicamente projetos da área de tecnologia da informação, na sua área de especialização, definindo equipe, escopo, cronograma, acompanhando a execução do mesmo, atuando junto às áreas envolvidas e analisando os impactos nos processos de tecnologia da informação e da organização.
Acompanhar o desenvolvimento de projetos junto a usuários, consultorias e terceiros, fornecendo dados e informações necessárias para atender a demanda.
Atuar na identificação das melhores alternativas a serem utilizadas pela área de tecnologia da informação nos seus processos de trabalho, de acordo com a sua área de atuação, elaborando análises e estudos que contribuam para a criação, alteração ou aperfeiçoamento das políticas e procedimentos internos.
Implementar políticas, planos e programas de maneira a atingir os objetivos estabelecidos.

Estamos buscando profissionais engajados, que compartilhem nossos valores e querem ser protagonistas da própria carreira. Aprendemos e evoluímos continuamente, buscando soluções novas e transformadoras. Quer fazer parte desta transformação?
Não perca esta oportunidade, se candidate na vaga e venha fazer história com a gente.
Aprendemos e evoluímos continuamente, buscando soluções novas e transformadoras. Nós valorizamos todo o tipo de diversidade: gênero, raça/etnia, orientação sexual, gerações, religiões, pessoas com deficiência.
Juntos, transformamos vidas!

Outros requisitos:
Necessário:

Ensino Superior Completo em Processamento de Dados, Sistema de Informação, Ciência da Computação e correlatas.
Conhecimento em banco de dados.","Assistência médica
Assistência odontológica
Previdência privada
Restaurante interno
Seguro de vida
Vale-transporte"
0,0,58,v2458260,Analista de Performance Pl.,Geekie,Pleno,https://www.vagas.com.br/vagas/v2458260/analista-de-performance-pl,Publicada em 18/11/2022,a combinar,São Paulo,"Descrição

Descrição:
A Vaga
Quer usar suas habilidades e conhecimentos para nos ajudar a transformar a educação no Brasil? Estamos em busca de um(a) Analista de Performance para compor o nosso time de Cultura & Performance na Geekie! Aqui, você vai encontrar um ambiente diverso, de constante aprendizado e desenvolvimento, com muita cooperação e trabalho em equipe!

O que você vai fazer por aqui?
Acompanhar resultados dos processos de vendas, e renovação/crescimento de clientes;
Criar visibilidades e reportar os dados de receita da geekie;
Zelar para que os fluxos de assinatura de contratos/aditivos, e de pós assinatura, estão claros e sendo bem desempenhados por todos envolvidos;
Melhorar processos relacionados à visibilidade de dados de receita, promovendo eficiência operacional e escalabilidade;
Organizar as iniciativas relacionadas às melhorias, utilizando práticas de projetos ágeis, definição de responsabilidades, riscos e impactos, provendo visibilidade sobre andamento das iniciativas;
Criar métodos de medição dos processos a fim de enriquecer a análise;

Se você...
Tem formação superior em Engenharias, Contabilidade, Administração, Ciências Econômicas ou correlatas;
Tem perfil autônomo, comprometido, comunicativo, proativo, com boa organização;
Possui ótimo raciocínio lógico;
Tem experiência em análise de dados;
Tem experiência com gestão de projetos.
... essa oportunidade pode ser sua!

O algo a mais:
Possui conhecimentos jurídicos e/ou de finanças corporativas;
Tem experiência com Melhoria Contínua;
Tem experiência com Salesforce;
Possui experiência com G-suite;
Tem conhecimento em metodologias ágeis como OKR, Kanban, Scrum, etc;
Tem conhecimentos em BI.

Aprendizados da posição:
Contato com áreas core do negócio;
Contato com Planejamento estratégico;
Metodologias de Melhoria Contínua.","Assistência médica
Assistência odontológica
Auxílio creche
Home office
Participação nos Lucros ou Resultados
Seguro de vida
Ver todos"
0,0,59,v2432341,Analista Comercial Sr.,Kasznar Leonardos,Sênior,https://www.vagas.com.br/vagas/v2432341/analista-comercial-sr,Publicada em 12/09/2022,a combinar,São Paulo,"Descrição

Descrição:
Buscamos profissionais que sejam protagonistas de suas carreiras, que gostem de se sentir desafiados intelectualmente, sejam comprometidos com a qualidade, tenham iniciativa e vontade de transformar a si mesmos para ser fonte de inspiração positiva das transformações ao seu redor, atuando em equipe de forma colaborativa e integrada.

QUAL O PAPEL DESSE PROFISSIONAL?

• Desenvolver e analisar indicadores de performance;
• Elaborar relatórios gerenciais;
• Realizar análise de dados para desenvolver estratégias novas de negócio e identificar oportunidades para empresas;
• Apurar, analisar e interpretar informações sobre o ambiente de negócios para ajudar nos processos de tomada de decisões;
• Executar extrações de dados e análises quantitativas e qualitativas através da ferramenta Power BI;
• Suportar qualidade das informações do CRM;
• Analisar os dados do mercado;
• Reunir, analisar e classificar as informações dos concorrente;
• Desenvolver uma compreensão unificada do mercado para os serviços de cada cliente;
• Apoio na prospecção nacional e internacional.


O QUE BUSCAMOS NESSE PROFISSIONAL?

• Superior completo em Administração, Engenharia de Produção ou áreas correlatas;
• Inglês avançado (Será testado);
• Conhecimento de Power BI;
• Domínio do Excel e Power Point avançado.
• Vasta experiência na área comercial;
• Hands on.

Local de trabalho: Rio de Janeiro ou São Paulo.


POR QUE VIR PARA A KASZNAR LEONARDOS:



Remuneração fixa e variável e benefícios compatíveis com o mercado;
Espaço e autonomia para você deixar a sua marca;
Ambiente dinâmico e acolhedor que incentiva constantemente o desenvolvimento de colaboradores;
Um time incrível formado por pessoas apaixonadas pelo que fazem e referências em suas áreas de atuação.
Valorizamos as diferenças e temos compromisso com a construção de um ambiente diverso e inclusivo

Idiomas:
Inglês - Nível Fluente","Assistência médica
Assistência odontológica
Home office
Horário flexível
Participação nos Lucros ou Resultados
Previdência privada
Ver todos"
0,0,60,v2453474,Analista de Custos,Adimax Pet,Pleno,https://www.vagas.com.br/vagas/v2453474/analista-de-custos,Publicada em 04/11/2022,a combinar,Uberlândia,"Descrição

Descrição:
Parte de seu propósito, a Adimax está certa que a diversidade e a inclusão impactam positivamente no meio social e profissional.
Aqui, todas as pessoas são bem-vindas!

PRINCIPAIS ATIVIDADES:
• Acompanhamento das movimentações de estoque na unidade;
• Acompanhamento e análise dos inventários;
• Acompanhamento e análise de todos os dados do módulo de estoque/custo: movimentações de entrada e saída, apontamentos de produção, movimentações internas, inventários, custos e saldos sistêmicos;
• Análise e ações corretivas das divergências entre os dados do módulo de estoque/custo e o estoque físico;
• Fechamento das informações de estoque/custos no sistema (análises, processamentos, conferências e demais rotinas voltadas para o fechamento mensal);
• Atender as demandas de clientes internos e externos, de acordo com os prazos estabelecidos.

“Vaga elegível também para pessoa com deficiência ou reabilitada”

Outros requisitos:
FORMAÇÃO E EXPERIÊNCIA NECESSÁRIAS
• Graduação em Ciências Contábeis, Logística, Engenharia de Produção ou áreas afins;
• Conhecimento intermediário em Excel;
• Habilidade em sistemas integrado de gestão (desejável o Protheus);
• Experiências anteriores na função.","Assistência médica
Assistência odontológica
Refeitório
Seguro de vida
Vale-alimentação
Vale-transporte"
0,0,61,v2453474,Analista de Custos,Adimax Pet,Pleno,https://www.vagas.com.br/vagas/v2453474/analista-de-custos,Publicada em 04/11/2022,a combinar,Uberlândia,"Descrição

Descrição:
Parte de seu propósito, a Adimax está certa que a diversidade e a inclusão impactam positivamente no meio social e profissional.
Aqui, todas as pessoas são bem-vindas!

PRINCIPAIS ATIVIDADES:
• Acompanhamento das movimentações de estoque na unidade;
• Acompanhamento e análise dos inventários;
• Acompanhamento e análise de todos os dados do módulo de estoque/custo: movimentações de entrada e saída, apontamentos de produção, movimentações internas, inventários, custos e saldos sistêmicos;
• Análise e ações corretivas das divergências entre os dados do módulo de estoque/custo e o estoque físico;
• Fechamento das informações de estoque/custos no sistema (análises, processamentos, conferências e demais rotinas voltadas para o fechamento mensal);
• Atender as demandas de clientes internos e externos, de acordo com os prazos estabelecidos.

“Vaga elegível também para pessoa com deficiência ou reabilitada”

Outros requisitos:
FORMAÇÃO E EXPERIÊNCIA NECESSÁRIAS
• Graduação em Ciências Contábeis, Logística, Engenharia de Produção ou áreas afins;
• Conhecimento intermediário em Excel;
• Habilidade em sistemas integrado de gestão (desejável o Protheus);
• Experiências anteriores na função.","Assistência médica
Assistência odontológica
Refeitório
Seguro de vida
Vale-alimentação
Vale-transporte"
0,0,62,v2456460,Analista Comercial,Confidencial,Júnior/Trainee,https://www.vagas.com.br/vagas/v2456460/analista-comercial,Publicada em 11/11/2022,a combinar,Valinhos,"Descrição

Descrição:
ANALISTA COMERCIAL - VALINHOS
Empresa de Grande Porte no Seguimento Industrial de Embalagens Plasticas

REQUISITOS
Formação: Administração, Economia, Contabilidade
Ter conhecimento do processo de cadeia de suprimentos na área comercial
Pacote Office avançado (imprescindível Excel)
Conhecimento em ERP
Conhecimento básico em plataformas de comércio eletrônico B2B (SAP Ariba, Mercado
Eletrônico, Nimbi, etc)
Conhecimento em POWER BI e DASHBOARDS (Obrigatório)

PRINCIPAIS RESPONSABILIDADES
Criação e atualização de indicadores, controle de KPIs e melhoria das ferramentas de análise.
Assistir gestores comerciais no acompanhamento de carteira e na definição de indicadores e
relatórios para gestão de desempenho. Realizar análise de editais, levantamento de dados para formulação de proposta; Emissão e controle dos contratos de fornecimento de materiais e comodato de equipamentos.
Interface Comercial vs Áreas de Apoio.
Atualização de dados dos clientes no sistema.

Salário: a combinar

Beneficios: Vale Transporte - Refeição no Local - Cesta Básica - PLR (convenção coletiva), Assistência Médica Co-participativa - Assistência Odontológica - Seguro de Vida.

Obs: VAGA EFETIVA CLT
Horário de Trabalho: 07:00 às 17:00","Assistência médica
Assistência odontológica
Horário flexível
Participação nos Lucros ou Resultados
Refeitório
Restaurante interno
Ver todos"
0,0,63,v2454526,Analista de Manutenção,Confidencial,Júnior/Trainee,https://www.vagas.com.br/vagas/v2454526/analista-de-manutencao,Publicada em 07/11/2022,R$ 4.500 a R$ 5.500,Goiana,"Descrição

Descrição:
Realizar a Gestão dos indicadores, análise de dados e ocorrências das ordens de serviço, bem como geração de MTBF e MTTR.
Acompanhamento de fornecedores externos, cadastro dos componentes de máquinas, Gestão de ativos da manutenção, conhecimento em injeção plástica, processos de solda, step 7 siemens CLP.

Idiomas:
Inglês - Nível Intermediário","Assistência médica
Assistência odontológica
Auxílio farmácia
Auxílio fretado
Cesta básica
Participação nos Lucros ou Resultados
Ver todos"
0,0,64,v2457957,Analista Coa,Amaggi,Sênior,https://www.vagas.com.br/vagas/v2457957/analista-coa,Publicada em 17/11/2022,a combinar,Sapezal,"Descrição

Descrição:

Organização de Atividades de rotina de COA;
Emitir e conferir os relatórios de produtividade agrícola da colheita, plantio, tratamento de semente e outros;
Emitir relatórios do monitoramento do radar meteorológico para contribuir para tomada de decisão agrícola;
Analisar dados e elaborar relatórios baseados nos indicadores de desempenho.
.

Outros requisitos:","Assistência médica
Assistência odontológica
Participação nos Lucros ou Resultados
Seguro de vida
Vale-alimentação"
0,0,65,v2457929,Analista de Contratos,Confidencial,Júnior/Trainee,https://www.vagas.com.br/vagas/v2457929/analista-de-contratos,Publicada em 17/11/2022,a combinar,São Paulo,"Descrição

Descrição:
Criar pedidos, requisições de compras e aprovações de pagamento;
Analisar e validar dados de notas fiscais para lançamento de pagamentos a fornecedores;
Gerenciar contratos e informações contratuais;
Controlar pagamentos e pendencias financeiras e
Lançamentos e acompanhamento de forecast.

Outros requisitos:
Excel básico/intermediário
Conhecimentos em sistemas de gestão","Assistência médica
Assistência odontológica
Auxílio creche
Ginástica laboral
Participação nos Lucros ou Resultados
Previdência privada
Ver todos"
0,0,66,v2460241,Analista de Laboratório Jr,Merieux Nutrisciences,Júnior/Trainee,https://www.vagas.com.br/vagas/v2460241/analista-de-laboratorio-jr,Publicada em 23/11/2022,a combinar,Serra,"Descrição

Descrição:
Atividades:
•Realizar análises físico-químicas e microbiológicas em laboratório, preparar soluções e controlar a qualidade dos serviços.
• Executar tarefas relativas a ensaios analíticos, conforme normas e procedimentos preestabelecidos
• Parametrizar e operar equipamentos de ensaios
• Montar e processar os ensaios laboratoriais;
• Acompanhar o processo durante o período estipulado para o ensaio garantindo sua execução conforme prazos e normativas técnicas;
• Realizar a leitura dos dados dos ensaios laboratoriais
• Realizar todos os controles de qualidade analíticos do ensaio conforme referências normativas e procedimentos;
• Registrar todos os dados de rastreabilidade técnica dos ensaios conforme campos dos livros de registros;
• Realizar a liberação dos resultados analíticos no sistema LIMS

Requisitos:

• Escolaridade: Superior completo em Química, Engenharia ambiental, Engenharia química, Tecnólogo em Biocombustíveis e outras graduações correlatas;
• CRQ Ativo ou disposto ativar;
• Disponibilidade de horário;
• Não requer experiência prévia;
• Desejável conhecimento em rotinas de laboratório;


Horário de trabalho das 08:00 as 20:00, escala 12x36.
  Vaga aberta também para portadores de necessidades especiais.

Outros requisitos:","Assistência médica
Assistência odontológica
Auxílio farmácia
Convênio com empresas parceiras
Participação nos Lucros ou Resultados
Seguro de vida
Ver todos"
0,0,67,v2452013,Analista de Devops Jr,Recovery,Júnior/Trainee,https://www.vagas.com.br/vagas/v2452013/analista-de-devops-jr,Publicada em 31/10/2022,a combinar,São Paulo,"Descrição

Descrição:
Na Recovery, o(a) Analista de DevOps JR tem a missão de auxiliar no equilíbrio entre o constante desenvolvimento e mudança das soluções de software, na estabilidade da operação e na propagação da cultura DevOps a todos os times de Tecnologia.

O que é bacana você ter e conhecer:
Formação superior concluída ou em andamento em áreas de Tecnologia;
Experiência com Microsoft Azure e Azure DevOps;
Noções de CI/CD de aplicações e bancos de dados on-premises e cloud;
Noções de Containers Kubernetes;
Noções de automação de infraestrutura como código (IaS);
Conhecimento de branch models e seus prós e contras;
Experiência com Git;
Experiência em configuração (não criação) de testes integrados em pipelines;
Comunicação eficaz e capacidade de facilitar integração entre áreas como desenvolvimento, segurança, infraestrutura e banco de dados;
Conhecimento de Net Core ou .Net Framework;
Resiliência para apoiar a expansão da cultura DevOps, otimismo para lidar com problemas e realismo no apoio à definição de roadmaps;
Conhecimento de servidores Windows;
Conhecimento de SQL Server e bancos de dados NoSQL;
Facilidade com o trabalho em grupo e compartilhamento de conhecimento.
O que você terá que fazer:
Criar e administrar pipelines de aplicações e bancos de dados on-premises e cloud;
Apoiar o versionamento de aplicações e banco de dados;
Executar e apoiar builds e deploys de esteiras não automatizadas;
Definir ambientes e configurar infraestrutura como código;
Definir e configurar Containers;
Configurar testes previamente criados nas esteiras DevOps;
Documentar e divulgar definições de infraestrutura/DevOps;
Definir, documentar e divulgar padrões e recomendações de DevSecOps à empresa;
Realizar provas de conceito;
Apoiar na investigação e resolução de incidentes críticos.

Para fechar com chave de ouro:
Visão sistêmica;
Experiência com Azure AKS;
Experiência com Ansible e Terraform;
Conhecimento de servidores Linux;
Conhecimento da stack ELK ou Grafana;
Capacidade de atuar em projetos simultâneos;
Conhecimento de ferramentas de apoio à segurança da informação e qualidade do código (SonarQube, Veracode, etc.).

Quer saber o que temos de mais legal por aqui? Dá uma olhada!
Incentivamos nossa galera a buscar conhecimento sempre, por isso, temos um Programa de Incentivo à Educação que pode bancar parte dos estudos de quem tiver interesse;
Subsídio parcial ou integral para cursos técnicos, cursos comportamentais, pós-graduação e MBA;
Um dos momentos mais importantes na vida de uma pessoa, é o nascimento do seu filho. Pensando nisso, a Recovery oferece para as mamães a licença maternidade estendida de 6 meses e para os papais a possibilidade de ficar 20 dias com a família em licença paternidade;
Auxílio Creche para as mamães;
Estimulamos que o nosso time esteja sempre em movimento, para isso temos por aqui o GymPass;
Pensando em sua saúde, disponibilizamos frutas todos os dias no escritório;
Auxílio Home Office de R$ 200,00 – Disponibilizado uma única vez;
Auxílio Internet de R$ 100,00 – Disponibilizado mensalmente;
Fique OK – Programa de apoio social para orientações através de profissionais como: psicólogo, assistente social, advogado, nutricionista, consultor financeiro, consultor pet, fisioterapeuta e personal trainer;
O Day off no mês do seu aniversário é por nossa conta, além disso sua festa também! Mensalmente ocorre a festa dos aniversariantes;
Eventos/Brindes Comemorativos: bazares, food bike no escritório, páscoa, dia da mulher, dia das mães, dia do homem, dia da diversidade, dia das crianças com participação dos filhos e festa de final de ano;
Vestimenta Casual (todos os dias): aqui você pode ser quem é! ;)
Gostamos de comemorar nosso desempenho e um dos nossos lemas é celebrar os bons momentos; Encontramos a melhor forma de fazer isso: Happy Hour com a galera no escritório;
Estamos trabalhando numa jornada 100% home office durante a pandemia e pós pandemia, teremos uma jornada flexível com idas ao nosso escritório no coração de São Paulo, a Avenida Paulista, somente quando necessário.

Quer ser parte do nosso time? Vem, #todosjuntos fazemos a diferença!","Assistência médica
Assistência odontológica
Consignado
Convênio com empresas parceiras
Desconto em produtos
Home office
Ver todos"
0,0,69,v2461552,Analista de Controladoria Pleno,REFIT,Pleno,https://www.vagas.com.br/vagas/v2461552/analista-de-controladoria-pleno,Publicada há 4 dias,R$ 5.527,São Paulo,"Descrição

Descrição:
• Conferência dos relatórios do contas a pagar e receber gerados pelo financeiro;
• Conciliação bancária e conferência de boletos e notas fiscais;
• Estruturação de relatório de fluxo de caixa para a controladoria;
• Reconciliar transações comparando e corrigindo dados;
• Conferência, análise e estruturação do relatório de abertura de caixa;
• Análise e conciliação da posição de investimentos;
• Mapeamento das transações envolvendo os fundos de investimentos e emissões de dívidas.","Assistência médica
Assistência odontológica
Seguro de vida
Vale-alimentação
Vale-refeição
Vale-transporte"
0,0,70,v2460680,Analista Comercial Jr,Confidencial,Júnior/Trainee,https://www.vagas.com.br/vagas/v2460680/analista-comercial-jr,Publicada em 25/11/2022,R$ 3.100 a R$ 3.600,São Paulo,"Descrição

Descrição:
Profissional será responsável por toda documentação da área de contratos, acompanhamento do ciclo de vida do cliente, suporte ao comercial externo, planejamento, organização e controle de fluxos de trabalho e elaboração de relatórios e análise de dados solicitados pela Diretoria.
Forte vivência em Excel, facilidade em comunicação, apoio à Diretoria.

Outros requisitos:
Excel avançado;
Facilidade na comunicação;
Ótima escrita;
Ótimo relacionamento;
Disponibilidade de horário.","Assistência médica
Assistência odontológica
Auxílio farmácia
Convênio com empresas parceiras
Ginástica laboral
Home office
Ver todos"
0,0,71,v2460999,Analista de Processos Jr,COMPANHIA METALURGICA PRADA,Júnior/Trainee,https://www.vagas.com.br/vagas/v2460999/analista-de-processos-jr,Publicada em 25/11/2022,a combinar,Uberlândia,"Descrição

Descrição:
Realizar análise dos processos, visando ao aumento da produtividade;
Analisar, revisar, propor melhorias através de análise de dados e da utilização de PDCA, além de apoiar a gestão dos processos de produção.
Desafios da vaga:
Índice de reclamação de cliente;
Não conformidade de produto;
Implementação de melhoria

Ensino Superior completo em Engenharia de Produção ou Mecânica

Idiomas:
Espanhol - Nível Intermediário e Inglês - Nível Intermediário

Outros requisitos:
Desejável:
Minitab
Qlick Sense ou Power BI avançado
Excel avançado","Assistência médica
Assistência odontológica
Auxílio academia
Auxílio farmácia
Cesta básica
Participação nos Lucros ou Resultados
Ver todos"
0,0,72,v2458069,Analista de Negócios,Thomson Reuters,Sênior,https://www.vagas.com.br/vagas/v2458069/analista-de-negocios,Publicada em 17/11/2022,a combinar,São Paulo,"Descrição

Descrição:
Nesta oportunidade, como Analista de Negócio, você irá:

Essa posição normalmente gerencia um conjunto de contas nomeadas (em relação a um território geográfico) e é responsável por aumentar a receita e maximizar a satisfação do cliente.

O colaborador cuidará de demandas de projetos específicos.

Responsável por controlar contratos, garantindo o compliance e realizando as solicitações de pagamentos e recebimentos junto aos parceiros.

Trabalhar em estreita colaboração com a unidade de negócios para criar processos de negócios novos ou aprimorados.

Participar das principais reuniões de liderança e forneça atualizações.

Planejar o estudo de problemas e procedimentos de trabalho, como fluxo de informações.

Apresentar descobertas e soluções para a unidade de negócios e facilitar o acordo para seleção e implementação de soluções.

Trabalhe com vários grupos para implementar soluções alinhadas com os objetivos estratégicos e que melhorem especificamente o fluxo de trabalho.

Coordenar os esforços de teste e validação para garantir que as alterações de processo/sistema se integrem efetivamente ao processo geral de negócios.

Consulte o pessoal envolvido para garantir o funcionamento bem-sucedido de sistemas ou procedimentos recém-implementados.

Divulgue informações relevantes do projeto e colete feedback do usuário.

Idiomas:
Inglês - Nível Intermediário

Outros requisitos:
Para esta posição, buscamos profissionais com as Habilidades & Experiência:

Graduação completa.
Inglês Intermediário.
Conhecimento em SQL, análise de dados e Excel avançado.
Experiência com solicitações de pagamentos e recebimentos.
Habilidade com números, análise de dados e cálculos.
Disponibilidade para atuar híbrido em SP - Capital.","Assistência médica
Assistência odontológica
Auxílio academia
Home office
Horário flexível
Vale-refeição
Ver todos"
0,0,73,v2460477,Analista de Backup Sênior,Atacadão SA,Sênior,https://www.vagas.com.br/vagas/v2460477/analista-de-backup-senior,Publicada em 24/11/2022,a combinar,São Paulo,"Descrição

Descrição:
Principais Atividades: Responsável pela Administração e Suporte Avançado de ambientes Veritas Netbackup, Veeam e Networker; Execução de rotinas de backup, restore e gestão do armazenamento de dados; Definição de tipos de mídias, retenção de dados e controlar capacidade de armazenamento; Atuar na definição de soluções para expansão; Administração e Suporte Avançado em Servidores Windows; Administração e suporte avançado de tecnologias Storage; Criar e manter Documentação; Gerar Relatórios (Health Check).

Outros requisitos:
Você precisa ter: Experiência plena nas atividades acima; Conhecimento em sistema operacional Linux, Widows. Conhecimento em algumas das ferramentas de backup Veeam, Netbackup, Networker, Avamar , Data Domain e ExaGrid . Você precisa ter: Experiência plena nas atividades acima; Conhecimento em sistema operacional Linux, Widows. Conhecimento em algumas das ferramentas de backup Veeam, Netbackup, Networker, Avamar , Data Domain e ExaGrid . Você precisa ter: Experiência plena nas atividades acima; Conhecimento em sistema operacional Linux, Widows. Conhecimento em algumas das ferramentas de backup Veeam, Netbackup, Networker, Avamar , Data Domain e ExaGrid . Experiência plena nas atividades acima; Conhecimento em sistema operacional Linux, Widows. Conhecimento em algumas das ferramentas de backup Veeam, Netbackup, Networker, Avamar , Data Domain e ExaGrid .","Assistência médica
Assistência odontológica
Café da manhã
Cesta de natal
Cooperativa de crédito
Participação nos Lucros ou Resultados
Ver todos"
